period,cliente,produc,depo,descripcion,s_cantidad_periodos_con_venta,s_cantidad_total_facturas,s_completitud,s_longitud_serie,s_periodo_prom_entre_ventas,s_periodos_desde_ultima_venta,s_porcentaje_sobre_total_ventas,s_primera_venta,s_ultima_venta,s_ventas_totales,cantidad_facturas,cantidad_unidades,cantidad_productos,total_facturado,unidades_promedio_por_compra,productos_promedio_por_compra,precio_uni,fecha,precio_uni_deflactado,total_facturado_deflactado,mes,año,trimestre,tipo_producto,cantidad_unidades_escalada,cantidad_productos_escalada,precio_uni_deflactado_escalada,total_facturado_deflactado_escalada
2023-06,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,3.0,3.0,516.84,3.0,3.0,143.1668,2023-06-01,550.9907557234828,1989.1068473146352,6,2023,2,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.5347985683917517,-0.761370086200794
2023-07,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,3.0,3.0,665.0,3.0,3.0,184.2076,2023-07-01,670.0757037703518,2419.011718339981,7,2023,3,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.46455752920638005,-0.7154606867461194
2023-08,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,2.0,6.0,6.0,1389.85,3.0,3.0,192.49695000000003,2023-08-01,605.7345497758741,4373.472743365537,8,2023,3,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.50250850112249,-0.5067444381898173
2023-09,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,2.0,6.0,6.0,1598.3,3.0,3.0,221.367,2023-09-01,609.4318421608774,4400.181207342243,9,2023,3,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5003276910070708,-0.5038922501264372
2023-10,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,2.0,21.0,21.0,4019.34,7.0,7.0,187.5091,2023-10-01,479.3126692152528,10274.277802430039,10,2023,4,galletitas dulces,-0.1658873405089355,0.03559173121742845,-0.5770771549447349,0.12340058881264647
2023-11,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,2.0,18.0,18.0,5653.55,9.0,9.0,261.01054999999997,2023-11-01,576.6619045284793,12490.632697977093,11,2023,4,galletitas dulces,-0.18298364370171918,0.0034533487712617348,-0.5196567037084369,0.36008439746619963
2023-12,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,6.0,6.0,2787.66,6.0,6.0,386.0987,2023-12-01,657.6904919657708,4748.572002012181,12,2023,4,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.4718628197737682,-0.46668771201388654
2024-01,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,4.0,4.0,2137.19,4.0,4.0,399.61,2024-01-01,565.3704228850984,3023.7081506614036,1,2024,1,galletitas dulces,-0.2627663919347097,-0.1465257693108496,-0.5263168687215792,-0.6508853540822938
2024-02,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,6.0,6.0,2910.74,6.0,6.0,362.83,2024-02-01,458.7434109637599,3680.188507093279,2,2024,1,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5892097216423202,-0.5807800332337628
2024-03,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,3.0,9.0,9.0,4808.7300000000005,3.0,3.0,399.6122,2024-03-01,457.2388367580799,5502.1796418720005,3,2024,1,galletitas dulces,-0.2342725532800702,-0.09296179856723842,-0.5900971793560934,-0.38621020058699396
2024-04,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,6.0,6.0,2829.87,6.0,6.0,352.75,2024-04-01,380.77245999999997,3054.6748727999993,4,2024,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.6352000899616702,-0.6475784280335798
2024-05,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,3.0,3.0,1414.9,3.0,3.0,399.61,2024-05-01,411.5983,1457.347,5,2024,2,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.6170177833740247,-0.8181565449959658
2024-06,296,000-000-13783,1.0,mana vainilla x 136 grs,19,26,0.8260869565217391,23,1.2222222222222223,0,0.0017336812354182332,2022-08,2024-06,115.0,1.0,3.0,3.0,1762.63,3.0,3.0,439.432,2024-06-01,439.432,1762.63,6,2024,2,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.6006003599763641,-0.7855554740653339
2022-01,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,538.72,28.0,28.0,14.39,2022-01-01,159.91270002512206,5986.669197882819,1,2022,1,alfajor,-0.12599596639244026,0.11058129025848412,-0.765471961506355,-0.33447172061706754
2022-02,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,538.72,28.0,28.0,14.39,2022-02-01,148.75600002336938,5568.994602681692,2,2022,1,alfajor,-0.12599596639244026,0.11058129025848412,-0.7720526269460722,-0.3790750529482975
2022-03,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,84.0,84.0,2670.37,42.0,42.0,26.926000000000002,2022-03-01,259.65145108992334,25750.777889289107,3,2022,1,alfajor,0.19313502653952172,0.7104977625869294,-0.7066420788323042,1.7761309311167464
2022-04,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,56.0,56.0,1917.19,56.0,56.0,28.4501,2022-04-01,259.06381083668924,17457.743470075406,4,2022,2,alfajor,0.03356953007354073,0.41053952642270675,-0.7069886924281558,0.8905205193645126
2022-05,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,958.59,28.0,28.0,28.4501,2022-05-01,248.1454126788211,8360.94464131202,5,2022,2,alfajor,-0.12599596639244026,0.11058129025848412,-0.7134287979614468,-0.08092362871515098
2022-06,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,2095.5299999999997,28.0,28.0,31.097,2022-06-01,259.30402789342213,17473.69101750982,6,2022,2,alfajor,0.03356953007354073,0.41053952642270675,-0.7068470028530104,0.892223552697777
2022-07,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,3.0,62.0,62.0,2361.09,20.666666666666668,20.666666666666668,32.92466666666667,2022-07-01,259.00389237677354,18573.658055314445,7,2022,3,alfajor,0.06776213645910809,0.4748162913150402,-0.7070240347191832,1.0096886700506122
2022-08,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,1958.3600000000001,28.0,28.0,26.155,2022-08-01,192.11008207442615,14384.274529966477,8,2022,3,alfajor,0.03356953007354073,0.41053952642270675,-0.7464806648623707,0.5623057844477792
2022-09,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,56.0,56.0,1767.8,28.0,28.0,23.61,2022-09-01,162.52755454433301,12169.259251311812,9,2022,3,alfajor,0.03356953007354073,0.41053952642270675,-0.7639296163001779,0.32576503304054727
2022-10,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,3.0,112.0,112.0,4286.84,37.333333333333336,37.333333333333336,30.470266666666664,2022-10-01,197.5071180875925,27787.135024612464,10,2022,4,alfajor,0.3527005230055027,1.010455998751152,-0.7432972783445676,1.9935928382939396
2022-11,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,112.0,112.0,4228.92,112.0,112.0,28.24,2022-11-01,176.860496387406,26484.73407870499,11,2022,4,alfajor,0.3527005230055027,1.010455998751152,-0.7554754770814691,1.8545098706290137
2022-12,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,112.0,112.0,4257.88,74.66666666666666,74.66666666666666,29.355133333333335,2022-12-01,175.591513756146,25469.058038413008,12,2022,4,alfajor,0.3527005230055027,1.010455998751152,-0.7562239735135522,1.7460461611132458
2023-01,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,56.0,56.0,3228.75,56.0,56.0,47.9132,2023-01-01,268.35110632989534,18083.50589321209,1,2023,1,alfajor,0.03356953007354073,0.41053952642270675,-0.7015106761266525,0.9573454822429011
2023-02,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,56.0,56.0,3492.21,56.0,56.0,51.823,2023-02-01,264.3433704906553,17813.375564154358,2,2023,1,alfajor,0.03356953007354073,0.41053952642270675,-0.7038745981398519,0.9284983534537906
2023-03,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,1859.65,28.0,28.0,55.1928,2023-03-01,257.5776269283522,8678.744943494625,3,2023,1,alfajor,-0.12599596639244026,0.11058129025848412,-0.7078653028130475,-0.04698583921088339
2023-04,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,56.0,56.0,3397.07,56.0,56.0,45.37,2023-04-01,192.31234832936815,14399.349992048637,4,2023,2,alfajor,0.03356953007354073,0.41053952642270675,-0.7463613601796859,0.5639156880737675
2023-05,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,1534.93,28.0,28.0,41.0,2023-05-01,164.26180123488106,6149.52113584039,5,2023,2,alfajor,-0.12599596639244026,0.11058129025848412,-0.7629066886191754,-0.317080815848228
2023-06,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,3935.42,28.0,28.0,52.56,2023-06-01,202.28205226928492,15145.830177731912,6,2023,2,alfajor,0.03356953007354073,0.41053952642270675,-0.7404808322322359,0.6436320610187781
2023-07,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,1772.66,28.0,28.0,47.35,2023-07-01,172.24090956901972,6448.248590424889,7,2023,3,alfajor,-0.12599596639244026,0.11058129025848412,-0.7582002931396898,-0.28517980945142135
2023-08,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,3.0,84.0,84.0,7609.01,28.0,28.0,73.10969999999999,2023-08-01,230.05596303603363,23943.445579735802,8,2023,3,alfajor,0.19313502653952172,0.7104977625869294,-0.7240986749025758,1.5831265095833826
2023-09,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,6083.27,28.0,28.0,90.2731,2023-09-01,248.52530698149727,16747.47565112235,9,2023,3,alfajor,0.03356953007354073,0.41053952642270675,-0.7132047211907193,0.81467125312488
2023-10,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,6826.56,28.0,28.0,101.30345,2023-10-01,258.9529095932619,17450.122128249117,10,2023,4,alfajor,0.03356953007354073,0.41053952642270675,-0.7070541063928344,0.8897066387833291
2023-11,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,7342.72,28.0,28.0,108.9631,2023-11-01,240.73689270156765,16222.589085457874,11,2023,4,alfajor,0.03356953007354073,0.41053952642270675,-0.7177986377318185,0.7586187898112878
2023-12,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,2.0,56.0,56.0,9868.45,28.0,28.0,140.34205,2023-12-01,239.06227062661645,16810.172464811745,12,2023,4,alfajor,0.03356953007354073,0.41053952642270675,-0.718786396442861,0.8213666251901852
2024-01,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,6620.2,28.0,28.0,176.834,2024-01-01,250.1857144727697,9366.295321898671,1,2024,1,alfajor,-0.12599596639244026,0.11058129025848412,-0.7122253468065424,0.026437439041535175
2024-02,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.5,42.0,42.0,8244.325,28.0,28.0,158.58802500000002,2024-02-01,200.51046365103778,10423.6964186914,2,2024,1,alfajor,-0.046213218159449766,0.26056040834059546,-0.7415257856675407,0.13935695358596656
2024-03,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,6620.19,28.0,28.0,176.834,2024-03-01,202.3345945376,7574.863767215999,3,2024,1,alfajor,-0.12599596639244026,0.11058129025848412,-0.7404498407124164,-0.16486894612102512
2024-04,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,6620.19,28.0,28.0,176.834,2024-04-01,190.88169295999998,7146.097893599998,4,2024,2,alfajor,-0.12599596639244026,0.11058129025848412,-0.747205217623542,-0.21065671241783687
2024-05,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,6620.2,28.0,28.0,176.834,2024-05-01,182.13902,6818.806,5,2024,2,alfajor,-0.12599596639244026,0.11058129025848412,-0.7523619938915767,-0.245608105840577
2024-06,296,000-000-3313,1.0,alf tatin blanco x 33 gr,26,40,0.8666666666666667,30,1.16,0,0.020774023847011526,2022-01,2024-06,1378.0,1.0,28.0,28.0,5084.6,28.0,28.0,194.4398,2024-06-01,194.4398,5084.6,6,2024,2,alfajor,-0.12599596639244026,0.11058129025848412,-0.7451065045609638,-0.4308033928835087
2022-02,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,566.52,6.0,6.0,39.2323,2022-02-01,405.5621973395994,5856.37589529112,2,2022,1,saladix,-0.21717625008728655,-0.0608234161210717,-0.6205781168204421,-0.3483856994484412
2022-03,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,5.0,36.0,36.0,1767.56,7.2,7.2,41.11538,2022-03-01,396.48176777514715,17044.845832596926,3,2022,1,saladix,-0.08040582454501712,0.19628364344826202,-0.6259341153686857,0.8464273167737157
2022-04,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,634.52,6.0,6.0,43.94,2022-04-01,400.11331588163574,5777.876677132806,4,2022,2,saladix,-0.21717625008728655,-0.0608234161210717,-0.6237920838438363,-0.35676860507757335
2022-05,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,18.0,18.0,1011.26,9.0,9.0,45.99995,2022-05-01,401.21745006011,8820.339120972672,5,2022,2,saladix,-0.18298364370171918,0.0034533487712617348,-0.623140821586363,-0.03186504367583457
2022-06,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,1.0,6.0,6.0,346.99,6.0,6.0,48.0599,2022-06-01,400.7500932615712,2893.395010410604,6,2022,2,saladix,-0.2513688564728539,-0.12510018101340514,-0.623416487216135,-0.664801451370743
2022-07,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,693.98,6.0,6.0,48.0599,2022-07-01,378.0661257184633,5459.235868699252,7,2022,3,saladix,-0.21717625008728655,-0.0608234161210717,-0.6367963935704463,-0.3907961519672992
2022-08,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,790.7,6.0,6.0,54.74245,2022-08-01,402.0866588589244,5807.740083970512,8,2022,3,saladix,-0.21717625008728655,-0.0608234161210717,-0.6226281276624107,-0.35357950170612334
2022-09,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,3.0,36.0,36.0,2473.56,6.0,6.0,57.099700000000006,2022-09-01,393.0654216948349,17027.600924128776,9,2022,3,saladix,-0.08040582454501712,0.19628364344826202,-0.6279492121784316,0.8445857386833457
2022-10,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.5,24.0,24.0,1632.1299999999999,6.0,6.0,55.921075,2022-10-01,362.47829677489256,10579.405036745187,10,2022,4,saladix,-0.14879103731615184,0.06773011366359517,-0.6459907151165186,0.15598502557714264
2022-11,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,18.0,18.0,1396.75,9.0,9.0,64.06575000000001,2022-11-01,401.22876580847935,8747.51764621492,11,2022,4,saladix,-0.18298364370171918,0.0034533487712617348,-0.6231341471078696,-0.03964162495894148
2022-12,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,18.0,18.0,1396.75,9.0,9.0,64.06575000000001,2022-12-01,383.21754136435464,8354.840158753505,12,2022,4,saladix,-0.18298364370171918,0.0034533487712617348,-0.6337578837152732,-0.08157552439517568
2023-01,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,1069.26,6.0,6.0,74.0489,2023-01-01,414.73131073507477,5988.685872667737,1,2023,1,saladix,-0.21717625008728655,-0.0608234161210717,-0.6151698090210952,-0.33425636058160163
2023-02,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,1.0,6.0,6.0,556.02,6.0,6.0,77.0108,2023-02-01,392.82354236886624,2836.1963001025442,2,2023,1,saladix,-0.2513688564728539,-0.12510018101340514,-0.6280918822260921,-0.6709096827884562
2023-03,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,1212.6399999999999,6.0,6.0,83.97659999999999,2023-03-01,391.90788192502384,5659.233333304289,3,2023,1,saladix,-0.21717625008728655,-0.0608234161210717,-0.6286319751779831,-0.3694384886531437
2023-04,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,1328.34,6.0,6.0,91.9898,2023-04-01,389.92229359376046,5630.508811545798,4,2023,2,saladix,-0.21717625008728655,-0.0608234161210717,-0.6298031541562651,-0.37250597086242826
2023-05,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,2.0,12.0,12.0,1442.76,6.0,6.0,99.91275,2023-05-01,400.2889824714723,5780.252593893586,5,2023,2,saladix,-0.21717625008728655,-0.0608234161210717,-0.6236884687016825,-0.3565148817099327
2023-06,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,1.0,6.0,6.0,771.48,6.0,6.0,106.8521,2023-06-01,411.2302526119265,2969.1125891306683,6,2023,2,saladix,-0.2513688564728539,-0.12510018101340514,-0.6172348723632862,-0.6567155961002284
2023-07,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,1.0,6.0,6.0,817.77,6.0,6.0,113.2634,2023-07-01,412.0082584346295,2974.729643469002,7,2023,3,saladix,-0.2513688564728539,-0.12510018101340514,-0.616775973582414,-0.6561157527191518
2023-08,296,000-000-3870,1.0,saladix pizza x 30 grs,23,43,0.7931034482758621,29,1.2727272727272727,0,0.0044321937670692224,2022-02,2024-06,294.0,1.0,6.0,6.0,794.6250000000002,6.0,6.0,110.05775,2023-08-01,346.3212359759243,2500.4646391314463,8,2023,3,saladix,-0.2513688564728539,-0.12510018101340514,-0.6555207922531698,-0.7067623561865085
