cliente,SKU,metric,HistoricAverage,AutoARIMA,AutoLightGBM
2079,000-000-6020,smape,0.1481597180503825,0.08888888888888889,0.1225885225885226
2133,000-000-3313,smape,0.2923076923076923,0.2923076923076923,0.21057118499573743
2182,000-000-13612,smape,0.09473299338732476,0.3161491347564142,0.32729896671790976
2252,000-000-0299,smape,0.3111111111111111,0.3111111111111111,0.11904761904761903
2259,000-000-10173,smape,0.2126984126984127,0.21677559912854028,0.2126984126984127
2259,000-000-10174,smape,0.24444444444444446,0.2226475279106858,0.27921318447634236
2259,000-000-3176,smape,0.2180569627378138,0.2180569627378138,0.1417469131950944
2259,000-000-3777,smape,0.13105413105413105,0.13105413105413105,0.05698005698005698
2259,000-000-8721,smape,0.12348484848484849,0.12348484848484849,0.14742664742664743
2259,000-000-8722,smape,0.13644501278772378,0.13644501278772378,0.19955932603391768
2259,000-000-9341,smape,0.37566137566137564,0.37566137566137564,0.35229476405946997
2314,000-000-5312,smape,0.10952380952380952,0.10952380952380952,0.1015873015873016
2314,000-000-6140,smape,0.1948051948051948,0.17460317460317457,0.16373626373626374
2340,000-000-9341,smape,0.17552334943639292,0.17552334943639292,0.09936507936507936
2637,000-000-6140,smape,0.2635373341255694,0.2366013071895425,0.337037037037037
2637,000-000-7049,smape,0.1835176805765041,0.1711837147321018,0.19485106908911135
27135,000-000-3176,smape,0.12590266875981163,0.12590266875981163,0.14843996802838968
27135,000-000-6020,smape,0.20085061137692717,0.2665670276329862,0.2226475279106858
27135,000-000-9341,smape,0.10210622710622712,0.10210622710622712,0.16011072472970558
27135,000-000-9461,smape,0.12836067441330598,0.12836067441330598,0.14072932205576408
2722,000-000-12625,smape,0.3220338983050847,0.332464146023468,0.3456603268963086
2743,000-000-10425,smape,0.29167974882260594,0.14319980357716208,0.17628370610826752
27480,000-000-12625,smape,0.16666666666666666,0.16950113378684806,0.058693244739756366
27480,000-000-13151,smape,0.22348484848484848,0.3,0.05555555555555555
27480,000-000-13612,smape,0.2088958660387232,0.2088958660387232,0.2093857914474202
27480,000-000-6973,smape,0.19999999999999998,0.19999999999999998,0.31666666666666665
27480,000-000-7167,smape,0.2222222222222222,0.38888888888888884,0.39999999999999997
27677,000-000-12625,smape,0.19458729416653683,0.19458729416653683,0.16007302166225698
27677,000-000-13151,smape,0.13858825950506765,0.16573196918024505,0.12030234882558721
27677,000-000-13177,smape,0.059356136820925554,0.059356136820925554,0.18432522079350336
27677,000-000-13295,smape,0.2179186933285294,0.2179186933285294,0.19497758617617086
27677,000-000-13323,smape,0.1548076923076923,0.1548076923076923,0.15538200339558575
27677,000-000-13324,smape,0.12222222222222223,0.12222222222222223,0.21038961038961038
27677,000-000-13325,smape,0.28787798551239413,0.28787798551239413,0.24924998330327922
27677,000-000-13326,smape,0.21859066042427674,0.21859066042427674,0.23896103896103896
27677,000-000-13349,smape,0.10330697947794172,0.1397545758310206,0.12583565246126863
27677,000-000-13612,smape,0.15057189991122338,0.15057189991122338,0.23980748586390918
27677,000-000-3101,smape,0.17130089374379343,0.17130089374379343,0.18969489909423168
27677,000-000-3746,smape,0.1619047619047619,0.1619047619047619,0.1261808367071525
27677,000-000-3792,smape,0.20404040404040402,0.44808640911444503,0.25543507354020456
27677,000-000-4053,smape,0.44,0.44,0.13655462184873948
27677,000-000-6973,smape,0.17640692640692643,0.18412698412698414,0.16720779220779222
27677,000-000-7167,smape,0.19999999999999998,0.20292207792207792,0.2327485380116959
2900,000-000-7048,smape,0.1939416792357969,0.1939416792357969,0.19015151515151518
2929,000-000-13311,smape,0.4585858585858586,0.40663780663780663,0.40471380471380475
2929,000-000-3274,smape,0.13900134952766532,0.2044127818351421,0.16848373260017155
2929,000-000-3312,smape,0.40350877192982454,0.40350877192982454,0.4061206746652756
2929,000-000-3313,smape,0.39675291730086254,0.39675291730086254,0.3346822259865738
2929,000-000-3465,smape,0.27169539152572025,0.26868016462989636,0.3003835364083811
2929,000-000-3466,smape,0.16118659868659868,0.16118659868659868,0.1649573377514554
2929,000-000-4053,smape,0.15786289394985045,0.15786289394985045,0.1544631093544137
2929,000-000-4056,smape,0.31666666666666665,0.31666666666666665,0.24186220381872556
2929,000-000-6973,smape,0.18869692399104165,0.18869692399104165,0.17780367780367778
296,000-000-3313,smape,0.3249876711809112,0.3160875512995896,0.27929371145026405
296,000-000-3870,smape,0.23846153846153847,0.17045454545454544,0.1714285714285714
296,000-000-3871,smape,0.25555555555555554,0.2333333333333333,0.2388888888888889
296,000-000-6140,smape,0.12851573377889167,0.12851573377889167,0.1543904518329071
2974,000-000-11913,smape,0.13043478260869565,0.10341555977229601,0.03183810321237609
2974,000-000-2201,smape,0.11926605504587157,0.11926605504587157,0.005300485255692422
3097,000-000-12625,smape,0.24009324009324007,0.22482131254061077,0.12304883767669324
3124,000-000-13324,smape,0.0,0.0,0.0
3124,000-000-13612,smape,0.1707070707070707,0.1707070707070707,0.08919118238083756
3124,000-000-6140,smape,0.13231675731675732,0.13231675731675732,0.2205988455988456
3144,000-000-10057,smape,0.17213344547238577,0.05555555555555555,0.0691511387163561
3144,000-000-12450,smape,0.13118022328548642,0.15502699055330635,0.19084967320261437
3144,000-000-13216,smape,0.10955710955710955,0.07575757575757576,0.16666666666666666
3144,000-000-3176,smape,0.2920847268673356,0.143811037928685,0.18868538868538867
3144,000-000-3777,smape,0.10476190476190476,0.10476190476190476,0.22163742690058477
3144,000-000-4013,smape,0.2031221953307667,0.18427030910049527,0.3317921885731717
3144,000-000-9341,smape,0.07301587301587302,0.07301587301587302,0.11159211159211159
3187,000-000-13313,smape,0.3061568061568061,0.250999000999001,0.25252525252525254
3187,000-000-13318,smape,0.20203081232493,0.20203081232493,0.15219564748976513
3187,000-000-13449,smape,0.21853146853146854,0.21853146853146854,0.22388663967611336
3187,000-000-13450,smape,0.3111111111111111,0.3111111111111111,0.2031746031746032
3187,000-000-13451,smape,0.25234441602728047,0.25234441602728047,0.0951417004048583
3187,000-000-9419,smape,0.25555555555555554,0.25555555555555554,0.3095238095238095
3217,000-000-3312,smape,0.45555555555555555,0.2884232926136591,0.2394094469939276
3702,000-000-3312,smape,0.15486857825567502,0.14289121934633855,0.15836566116913747
3702,000-000-3313,smape,0.2853942652329749,0.2853942652329749,0.2858148941599152
3761,000-000-13315,smape,0.13076923076923078,0.13076923076923078,0.11742424242424243
3761,000-000-8722,smape,0.43872627057551367,0.43872627057551367,0.23258328972614686
3793,000-000-13315,smape,0.25,0.25,0.1714285714285714
3866,000-000-13660,smape,0.3333333333333333,0.3333333333333333,0.11904761904761903
3873,000-000-10173,smape,0.2727272727272727,0.2707070707070707,0.1259259259259259
3873,000-000-10174,smape,0.20000000000000004,0.20000000000000004,0.018518518518518517
3873,000-000-11828,smape,0.4168796747777041,0.20263115021179537,0.2537194973459406
3873,000-000-11829,smape,0.39706743995593596,0.2266853855012231,0.20280502622603191
3873,000-000-11834,smape,0.2407544377020061,0.2381181513490359,0.23824105500514206
3873,000-000-1732,smape,0.0925925925925926,0.0925925925925926,0.018518518518518517
3873,000-000-3176,smape,0.22665286986342512,0.22665286986342512,0.27063980229605267
3873,000-000-3777,smape,0.09047619047619049,0.09047619047619049,0.09047619047619049
3873,000-000-4013,smape,0.1972928055105024,0.1972928055105024,0.24454070872272513
3873,000-000-9341,smape,0.396011396011396,0.396011396011396,0.3271597967250141
3873,000-000-9419,smape,0.40278592375366573,0.35575344196033853,0.34563393184082836
3873,000-000-9461,smape,0.1771885521885522,0.15867003367003366,0.10476190476190476
3922,000-000-10129,smape,0.09485641794487372,0.09485641794487372,0.08822583300282975
3922,000-000-10130,smape,0.17079107505070992,0.11642459006158797,0.14478979983527898
3922,000-000-10173,smape,0.2727272727272727,0.2727272727272727,0.1851851851851852
3922,000-000-10174,smape,0.2995475113122172,0.2995475113122172,0.12768712768712767
3922,000-000-11827,smape,0.27798084125690997,0.2539756706848674,0.3131697943997443
3922,000-000-11834,smape,0.33611505013659565,0.33611505013659565,0.2586884930933696
3922,000-000-13268,smape,0.15278838808250572,0.15278838808250572,0.15555555555555556
3922,000-000-13348,smape,0.20834147930922123,0.20834147930922123,0.23189263920671244
3922,000-000-13584,smape,0.35714285714285715,0.3708896112145646,0.324993530335152
3922,000-000-13625,smape,0.18782864022802104,0.17601010101010103,0.1787878787878788
3922,000-000-3777,smape,0.1925019425019425,0.1924733947394344,0.18478128655713014
3922,000-000-4013,smape,0.3204923932395864,0.20158730158730157,0.21391148943671356
3922,000-000-4713,smape,0.16389596298715273,0.16389596298715273,0.12059605391033155
3922,000-000-6020,smape,0.3373205741626794,0.3373205741626794,0.10264550264550265
3922,000-000-7198,smape,0.22857142857142856,0.22857142857142856,0.15204678362573099
3922,000-000-8721,smape,0.2608187134502924,0.2608187134502924,0.17613541142952907
3922,000-000-9341,smape,0.2857142857142857,0.25925925925925924,0.2352092352092352
3922,000-000-9419,smape,0.22091503267973855,0.22091503267973855,0.2618559841400034
4148,000-000-4056,smape,0.45454545454545453,0.0,0.0
4148,000-000-6140,smape,0.26587301587301587,0.10000000000000002,0.12380952380952381
4167,000-000-3312,smape,0.41760730833114784,0.41760730833114784,0.28540305010893247
4167,000-000-3313,smape,0.3436988543371522,0.3436988543371522,0.33657505285412265
4167,000-000-3870,smape,0.17821824381926685,0.17821824381926685,0.14761904761904762
4403,000-000-13890,smape,0.21494708994708991,0.21494708994708991,0.12457264957264957
4403,000-000-3313,smape,0.244476697306886,0.244476697306886,0.10513515391564172
4403,000-000-7049,smape,0.14074074074074072,0.14074074074074072,0.2125337777969357
4418,000-000-3176,smape,0.2595102883624319,0.2595102883624319,0.29264160483284224
4455,000-000-7049,smape,0.1724137931034483,0.16748768472906406,0.038974358974358976
4502,000-000-10057,smape,0.27777777777777773,0.27777777777777773,0.11396011396011396
4502,000-000-10129,smape,0.2589473684210526,0.31638275336485056,0.2558268010451661
4502,000-000-10130,smape,0.29321128909229593,0.29321128909229593,0.2183153237434101
4502,000-000-10173,smape,0.3333333333333333,0.3333333333333333,0.1111111111111111
4502,000-000-10174,smape,0.2727272727272727,0.2727272727272727,0.20000000000000004
4502,000-000-11554,smape,0.138375350140056,0.138375350140056,0.13910933265771977
4502,000-000-11645,smape,0.07692307692307693,0.07692307692307693,0.0
4502,000-000-11646,smape,0.10140372931070606,0.11722442805823408,0.22905165010428166
4502,000-000-11828,smape,0.3219188107861953,0.11792957892195305,0.1199807431823477
4502,000-000-12100,smape,0.1111111111111111,0.1111111111111111,0.02
4502,000-000-12102,smape,0.1111111111111111,0.1111111111111111,0.02666666666666667
4502,000-000-12334,smape,0.18708565600436103,0.2115214988454425,0.19379788513514332
4502,000-000-13025,smape,0.047619047619047616,0.0836940836940837,0.017543859649122806
4502,000-000-1999,smape,0.14787937041931995,0.14787937041931995,0.14532015886854596
4502,000-000-2001,smape,0.17213344547238577,0.17213344547238577,0.09565452091767883
4502,000-000-2170,smape,0.15714285714285714,0.14761904761904762,0.08418016194331983
4502,000-000-3176,smape,0.21974628008526312,0.22823544368166793,0.19284206361269743
4502,000-000-4013,smape,0.19215506715506714,0.19215506715506714,0.21403909106855476
4502,000-000-6020,smape,0.17104276069017255,0.17104276069017255,0.17414183414183415
4502,000-000-9419,smape,0.20714285714285716,0.20714285714285716,0.14545454545454545
4627,000-000-10173,smape,0.10271950271950271,0.10271950271950271,0.1875161875161875
4627,000-000-10174,smape,0.12380952380952381,0.10000000000000002,0.12432012432012433
4627,000-000-10885,smape,0.17594019829538074,0.17594019829538074,0.17810299479180003
4627,000-000-11827,smape,0.26739420355853366,0.2702867991481499,0.25254643990776204
4627,000-000-11828,smape,0.24782373281654538,0.24782373281654538,0.2692493697874945
4627,000-000-11829,smape,0.14065955541438926,0.14065955541438926,0.18335378717711293
4627,000-000-11835,smape,0.2738278858152675,0.24099005886463135,0.14038846420415627
4627,000-000-12882,smape,0.35261855221514665,0.29305555555555557,0.27710973693188
4627,000-000-13099,smape,0.15976308493363023,0.15976308493363023,0.19993859202311862
4627,000-000-1999,smape,0.18315018315018317,0.18315018315018317,0.0982312925170068
4627,000-000-2001,smape,0.17185309784132327,0.17185309784132327,0.11243243243243244
4627,000-000-2170,smape,0.207551887971993,0.207551887971993,0.11935822462138251
4627,000-000-3176,smape,0.20085326438267614,0.20085326438267614,0.26362853462680974
4627,000-000-4013,smape,0.20306906756246298,0.22917192578946033,0.15998580688107106
4627,000-000-6020,smape,0.35000000000000003,0.32544659741584797,0.17623117623117623
4627,000-000-9341,smape,0.24524886877828056,0.17140637140637138,0.14761904761904762
4627,000-000-9419,smape,0.1948357205412888,0.18786491921503365,0.23607503607503608
4701,000-000-1009,smape,0.1970141184787807,0.1970141184787807,0.19314982335143305
4701,000-000-11283,smape,0.31988795518207286,0.2380250552689757,0.20459016393442622
4701,000-000-13296,smape,0.20390720390720393,0.20390720390720393,0.06363636363636364
4701,000-000-13324,smape,0.19047619047619047,0.16996336996336994,0.1443850267379679
4701,000-000-13326,smape,0.20000000000000004,0.20000000000000004,0.20000000000000004
4701,000-000-13358,smape,0.24082943647224006,0.24082943647224006,0.2818390061174441
4701,000-000-13660,smape,0.25633788869082985,0.25633788869082985,0.24414645081339356
4701,000-000-3313,smape,0.3253012048192771,0.034482758620689655,0.05058377585199635
4701,000-000-3870,smape,0.32222222222222224,0.32222222222222224,0.11977834612105713
4701,000-000-3871,smape,0.32275132275132273,0.2798573860493365,0.1509157509157509
4701,000-000-6140,smape,0.16415866415866417,0.16415866415866417,0.10937102113572701
4701,000-000-6596,smape,0.3400584795321637,0.3444444444444445,0.2883369976518449
4818,000-000-10130,smape,0.21999147485080991,0.21999147485080991,0.14536876430999793
4818,000-000-10173,smape,0.19131980277491112,0.19131980277491112,0.06837606837606837
4818,000-000-10174,smape,0.25694071634004895,0.25694071634004895,0.2530794369029663
4818,000-000-11646,smape,0.21355311355311354,0.21355311355311354,0.21297614004144294
4818,000-000-11803,smape,0.23095709116584415,0.2285824929611399,0.27588347257187723
4818,000-000-11809,smape,0.21875901875901874,0.21875901875901874,0.24140489262344952
4818,000-000-11828,smape,0.19792071740118547,0.19792071740118547,0.2075419573372281
4818,000-000-1999,smape,0.21999147485080991,0.21999147485080991,0.1105365223012282
4818,000-000-3092,smape,0.2319813419780364,0.05555555555555555,0.19268958756184318
4818,000-000-3113,smape,0.14912951023152962,0.1074074074074074,0.24651613686577523
4818,000-000-3176,smape,0.20432160432160432,0.20432160432160432,0.1929814112099093
4818,000-000-3777,smape,0.09009552538964305,0.09009552538964305,0.17793317793317795
4818,000-000-4013,smape,0.28770165092628863,0.28770165092628863,0.30757764055994197
4818,000-000-6020,smape,0.17104276069017255,0.17104276069017255,0.18989921696451986
4818,000-000-7198,smape,0.26202817650186067,0.3259259259259259,0.3259259259259259
4818,000-000-9341,smape,0.15789473684210525,0.38400759734093065,0.16491228070175437
4818,000-000-9419,smape,0.2994152046783625,0.2994152046783625,0.062393162393162394
4847,000-000-10173,smape,0.326984126984127,0.326984126984127,0.326984126984127
4847,000-000-10885,smape,0.05886685956710196,0.05886685956710196,0.05164530974267886
4847,000-000-11646,smape,0.13516694963214487,0.12887192980869797,0.13228382704410746
4847,000-000-11803,smape,0.17123130034522438,0.16773832820799553,0.17375886524822692
4847,000-000-1732,smape,0.11282051282051282,0.13504273504273503,0.11282051282051282
4847,000-000-2624,smape,0.20549993436461492,0.20549993436461492,0.14045029871789905
4847,000-000-2631,smape,0.22645310325700563,0.21498473924239014,0.24330925562349273
4847,000-000-3096,smape,0.6478768577494692,0.6478768577494692,0.5858264873160604
4847,000-000-3176,smape,0.2438364243701309,0.20307992721785825,0.21260119094922625
4847,000-000-7198,smape,0.11282051282051282,0.11282051282051282,0.11282051282051282
4854,000-000-12625,smape,0.27696078431372545,0.27696078431372545,0.441915585300056
4854,000-000-3465,smape,0.18697548887002538,0.18697548887002538,0.14163779714468075
4854,000-000-3870,smape,0.2333333333333333,0.2333333333333333,0.29610389610389615
4902,000-000-10132,smape,0.14285714285714285,0.07031339031339032,0.02666666666666667
4902,000-000-11828,smape,0.25009482110191145,0.25009482110191145,0.18870613341259343
4902,000-000-11834,smape,0.22757877910177782,0.22757877910177782,0.14858565449392433
4902,000-000-13348,smape,0.14285714285714285,0.13186813186813187,0.0
4902,000-000-13625,smape,0.1387820512820513,0.1387820512820513,0.14989177489177488
4902,000-000-1782,smape,0.11827132232189307,0.11827132232189307,0.18856412804558742
4902,000-000-3176,smape,0.20000000000000004,0.2119544412227339,0.06706216784081077
4902,000-000-3777,smape,0.13809687617737154,0.13809687617737154,0.20443050193050194
4902,000-000-4013,smape,0.16824169530355096,0.16824169530355096,0.17893088029870965
4902,000-000-6020,smape,0.1696887379739672,0.1696887379739672,0.1609184414258323
4902,000-000-9341,smape,0.12698412698412698,0.12698412698412698,0.1630082335964689
4902,000-000-9419,smape,0.18374177368209763,0.2763500501305379,0.2053927984160542
4906,000-000-1009,smape,0.23838383838383836,0.23838383838383836,0.17447089947089947
4906,000-000-1832,smape,0.17045454545454544,0.18466810966810968,0.18102949681897051
4906,000-000-3313,smape,0.25555555555555554,0.26666666666666666,0.23139801375095492
4938,000-000-13268,smape,0.16376058152373943,0.16376058152373943,0.3439271255060729
4943,000-000-11283,smape,0.22657722657722656,0.22657722657722656,0.1869281045751634
4943,000-000-11913,smape,0.18522681022681023,0.18522681022681023,0.22455815328724013
4943,000-000-12625,smape,0.20128457154160947,0.20128457154160947,0.1662284920331649
4943,000-000-13296,smape,0.13809523809523808,0.1271062271062271,0.06996336996336996
4943,000-000-13324,smape,0.25,0.25,0.13186813186813187
4943,000-000-13325,smape,0.25,0.22380952380952382,0.0
4943,000-000-13326,smape,0.25234441602728047,0.25234441602728047,0.0811965811965812
4943,000-000-13349,smape,0.28982778296503786,0.28982778296503786,0.23
4943,000-000-13358,smape,0.16247830906241637,0.16247830906241637,0.2375180375180375
4943,000-000-13359,smape,0.33268300479858787,0.2142562603088919,0.2215674303909598
4943,000-000-13360,smape,0.28670033670033673,0.28670033670033673,0.2662178464810044
4943,000-000-3313,smape,0.473104331181522,0.473104331181522,0.467287784679089
4943,000-000-3465,smape,0.22273685117361472,0.22273685117361472,0.20180010031197437
4943,000-000-3466,smape,0.22348640433746816,0.22348640433746816,0.1504551253633261
4943,000-000-4053,smape,0.27005735173630807,0.13072428792305452,0.170807270223288
4943,000-000-4056,smape,0.3778869338546758,0.3778869338546758,0.19884168482207698
4943,000-000-4848,smape,0.13333333333333333,0.13333333333333333,0.06666666666666667
4943,000-000-5312,smape,0.3378291735823496,0.3378291735823496,0.2971504270275959
4943,000-000-6074,smape,0.22048116105189733,0.22048116105189733,0.1991156955359742
4943,000-000-6140,smape,0.18013125505385566,0.18013125505385566,0.20668139050491993
4943,000-000-6596,smape,0.16503192848020434,0.16503192848020434,0.16503192848020434
4943,000-000-6973,smape,0.1069023569023569,0.1069023569023569,0.08838383838383838
4943,000-000-9537,smape,0.08302005012531329,0.06591478696741855,0.07415724372246112
4977,000-000-13325,smape,0.16455026455026456,0.18677248677248678,0.2523448773448773
4997,000-000-13318,smape,0.20033670033670034,0.20033670033670034,0.05555555555555555
4997,000-000-13348,smape,0.25622294372294374,0.24193722943722942,0.31746031746031744
4997,000-000-13451,smape,0.27777777777777773,0.27777777777777773,0.27777777777777773
4997,000-000-1999,smape,0.07692307692307693,0.07692307692307693,0.043478260869565216
4997,000-000-4013,smape,0.13793103448275862,0.16083624854239545,0.0941359183859003
4997,000-000-5679,smape,0.20064102564102568,0.20064102564102568,0.1937229437229437
4997,000-000-9419,smape,0.19980803510215273,0.19980803510215273,0.21814489928525016
5032,000-000-1009,smape,0.1948051948051948,0.1948051948051948,0.15736786517885845
5032,000-000-13612,smape,0.2036531210724759,0.464457794103204,0.19269619269619268
5260,000-000-11554,smape,0.2744708994708995,0.1603174603174603,0.19896878189561118
5260,000-000-13889,smape,0.16450216450216448,0.2905982905982906,0.2905982905982906
5260,000-000-3777,smape,0.44392846174281714,0.44378982042770526,0.4974103770810152
5260,000-000-6020,smape,0.25,0.21574500768049154,0.02666666666666667
5260,000-000-9419,smape,0.26621417797888386,0.26621417797888386,0.23202614379084965
526,000-000-10057,smape,0.13662964897641677,0.13662964897641677,0.10746542510706147
526,000-000-10129,smape,0.13706293706293707,0.13706293706293707,0.1629650243257432
526,000-000-10130,smape,0.3100947526166118,0.3100947526166118,0.27347252175775094
526,000-000-10131,smape,0.2435546932416145,0.2435546932416145,0.25533502723198276
526,000-000-10885,smape,0.43333333333333335,0.43333333333333335,0.37564940006885056
526,000-000-11828,smape,0.29256721094282934,0.29256721094282934,0.2634831239718722
526,000-000-11834,smape,0.3460945791812368,0.2779427470265487,0.2909422586186465
526,000-000-1999,smape,0.3684210526315789,0.3736842105263158,0.19017956459558238
526,000-000-2170,smape,0.0470614475298316,0.0470614475298316,0.07271069617129029
526,000-000-3081,smape,0.11335031466365215,0.11859363701745279,0.15709365769842068
526,000-000-3092,smape,0.2820223344474843,0.2910059143798616,0.31720391370448703
526,000-000-3113,smape,0.33895883333399185,0.3375797015898696,0.33172852255801644
526,000-000-3176,smape,0.24893746205221612,0.24893746205221612,0.22111806260551178
526,000-000-3777,smape,0.2722222222222222,0.3392593403119719,0.25818713450292397
526,000-000-4013,smape,0.32837444742206645,0.34276584910225466,0.2739421996445807
526,000-000-8721,smape,0.13333333333333333,0.20745920745920743,0.13333333333333333
526,000-000-9341,smape,0.08585594540178225,0.08585594540178225,0.14319536733329838
526,000-000-9419,smape,0.18333333333333335,0.18333333333333335,0.12222222222222223
526,000-000-9919,smape,0.23900421668685246,0.23900421668685246,0.17591615956727522
5271,000-000-3312,smape,0.3360566448801743,0.038270907836125224,0.09378812277363002
5271,000-000-3313,smape,0.12599956278117197,0.12599956278117197,0.1755050505050505
5271,000-000-6140,smape,0.2753246753246753,0.2753246753246753,0.24603174603174605
5271,000-000-6596,smape,0.26666666666666666,0.26666666666666666,0.23534798534798537
5316,000-000-6020,smape,0.29937747594793435,0.29937747594793435,0.2056309703368527
5380,000-000-3081,smape,0.20171961235316851,0.3386385040236222,0.2112093897910294
5497,000-000-13612,smape,0.1397543433180955,0.1397543433180955,0.3825197984495237
5497,000-000-13784,smape,0.22140913781780655,0.22140913781780655,0.35185185185185186
5497,000-000-7049,smape,0.15833184863208327,0.15833184863208327,0.3636896787423103
5567,000-000-11913,smape,0.30779926159695864,0.30779926159695864,0.359845365608491
5567,000-000-12625,smape,0.13774805308757584,0.14509212398723864,0.27206713675058447
5567,000-000-13151,smape,0.45,0.45,0.35524475524475524
5567,000-000-13180,smape,0.14406725988554453,0.14406725988554453,0.19493245307286147
5567,000-000-13181,smape,0.18886370241208952,0.18886370241208952,0.1914537170830077
5567,000-000-13296,smape,0.2386670347196663,0.2386670347196663,0.1592948717948718
5567,000-000-13342,smape,0.4441185764506064,0.4441185764506064,0.1869459551381748
5567,000-000-13609,smape,0.16679399032340206,0.16679399032340206,0.13777056277056277
5567,000-000-13612,smape,0.3380622147321443,0.8863979158096805,0.4962955341945245
5567,000-000-13784,smape,0.20059737156511348,0.396984126984127,0.32144638506957346
5567,000-000-3274,smape,0.2431372549019608,0.2431372549019608,0.10617173329037737
5567,000-000-3312,smape,0.153058265126282,0.153058265126282,0.24667732241162973
5567,000-000-3313,smape,0.09681429681429682,0.09681429681429682,0.38489866016316293
5567,000-000-7049,smape,0.1796426170892205,0.1796426170892205,0.2436587403510019
5578,000-000-10174,smape,0.18181818181818185,0.18181818181818185,0.018518518518518517
5578,000-000-3176,smape,0.25501241822044857,0.25501241822044857,0.21358947728582245
5625,000-000-1009,smape,0.19047619047619047,0.19047619047619047,0.07635227063798493
5625,000-000-11283,smape,0.25555555555555554,0.25555555555555554,0.16232118758434547
