cliente,SKU,Fecha,cliente_cluster,pred_cantidad_unidades
2259,000-000-3176,2024-09-01,3,20.27279545632922
2259,000-000-3176,2024-10-01,3,18.630789910266767
2259,000-000-3176,2024-11-01,3,19.50770518352814
2259,000-000-3176,2024-12-01,3,16.46447960861298
2259,000-000-3777,2024-07-01,3,4.172341291491767
2259,000-000-3777,2024-08-01,3,4.097142886832991
2259,000-000-3777,2024-09-01,3,4.219568577272645
2259,000-000-3777,2024-10-01,3,3.9898718715462267
2259,000-000-3777,2024-11-01,3,3.9686044128941753
2259,000-000-3777,2024-12-01,3,3.7772231628202406
2259,000-000-8721,2024-07-01,3,8.944926228362206
2259,000-000-8721,2024-08-01,3,9.923585461838448
2259,000-000-8721,2024-09-01,3,9.737935868986654
2259,000-000-8721,2024-10-01,3,9.205556998677766
2259,000-000-8721,2024-11-01,3,9.170102876563538
2259,000-000-8721,2024-12-01,3,8.93099967472209
2259,000-000-8722,2024-07-01,3,20.138102336960593
2259,000-000-8722,2024-08-01,3,20.019894612725025
2259,000-000-8722,2024-09-01,3,19.043184509567066
2259,000-000-8722,2024-10-01,3,18.67365780487351
2259,000-000-8722,2024-11-01,3,17.580071533652028
2259,000-000-8722,2024-12-01,3,15.230770580527498
2259,000-000-9341,2024-07-01,3,4.35658899956451
2259,000-000-9341,2024-08-01,3,4.29360485363363
2259,000-000-9341,2024-09-01,3,4.416030544073285
2259,000-000-9341,2024-10-01,3,4.158321849501519
2259,000-000-9341,2024-11-01,3,4.137054390849466
2259,000-000-9341,2024-12-01,3,3.9546880404287204
2314,000-000-5312,2024-07-01,1,9.02229596025137
2314,000-000-5312,2024-08-01,1,9.035825788360002
2314,000-000-5312,2024-09-01,1,8.979524553348599
2314,000-000-5312,2024-10-01,1,8.81224606310178
2314,000-000-5312,2024-11-01,1,9.090011811412802
2314,000-000-5312,2024-12-01,1,8.909621646985679
2314,000-000-6140,2024-07-01,1,5.717541225283979
2314,000-000-6140,2024-08-01,1,5.932428773382654
2314,000-000-6140,2024-09-01,1,6.0065912235887176
2314,000-000-6140,2024-10-01,1,5.751958409455897
2314,000-000-6140,2024-11-01,1,5.704749213229054
2314,000-000-6140,2024-12-01,1,5.536961961612276
2340,000-000-9341,2024-07-01,1,9.973896975177565
2340,000-000-9341,2024-08-01,1,11.04359037638126
2340,000-000-9341,2024-09-01,1,10.419454868653464
2340,000-000-9341,2024-10-01,1,10.171724952379181
2340,000-000-9341,2024-11-01,1,9.235322779015705
2340,000-000-9341,2024-12-01,1,9.179069447618884
2637,000-000-6140,2024-07-01,1,8.528824654056754
2637,000-000-6140,2024-08-01,1,8.318549022012116
2637,000-000-6140,2024-09-01,1,7.974133006151774
2637,000-000-6140,2024-10-01,1,7.6759754500138655
2637,000-000-6140,2024-11-01,1,7.092570721930452
2637,000-000-6140,2024-12-01,1,7.015411614014388
2637,000-000-7049,2024-07-01,1,13.31685234025958
2637,000-000-7049,2024-08-01,1,13.336249765562991
2637,000-000-7049,2024-09-01,1,12.415317122661115
2637,000-000-7049,2024-10-01,1,11.945362890123633
2637,000-000-7049,2024-11-01,1,11.885027762107512
2637,000-000-7049,2024-12-01,1,10.66529527302421
27135,000-000-3176,2024-07-01,3,19.154769184115022
27135,000-000-3176,2024-08-01,3,20.05918502002098
27135,000-000-3176,2024-09-01,3,19.095236913173995
27135,000-000-3176,2024-10-01,3,19.629244503349465
27135,000-000-3176,2024-11-01,3,16.779652023657757
27135,000-000-3176,2024-12-01,3,16.517035449140497
27135,000-000-6020,2024-07-01,3,19.805928774020426
27135,000-000-6020,2024-08-01,3,21.149868395713405
27135,000-000-6020,2024-09-01,3,20.067134379279697
27135,000-000-6020,2024-10-01,3,19.63617171009145
27135,000-000-6020,2024-11-01,3,17.559293541453343
27135,000-000-6020,2024-12-01,3,18.132334061427088
27135,000-000-9341,2024-07-01,3,12.119697572317921
27135,000-000-9341,2024-08-01,3,11.479458149876471
27135,000-000-9341,2024-09-01,3,10.688581428993013
27135,000-000-9341,2024-10-01,3,9.995710350111496
27135,000-000-9341,2024-11-01,3,9.81083882012546
27135,000-000-9341,2024-12-01,3,9.493710663800735
27135,000-000-9461,2024-07-01,3,9.980226925367921
27135,000-000-9461,2024-08-01,3,10.019786240791104
27135,000-000-9461,2024-09-01,3,10.287312684025979
27135,000-000-9461,2024-10-01,3,9.999329855816173
27135,000-000-9461,2024-11-01,3,9.792096985742964
27135,000-000-9461,2024-12-01,3,9.606688657708643
2722,000-000-12625,2024-07-01,1,20.48064629869887
2722,000-000-12625,2024-08-01,1,20.353687313746125
2722,000-000-12625,2024-09-01,1,20.427849763952192
2722,000-000-12625,2024-10-01,1,19.950688736009702
2722,000-000-12625,2024-11-01,1,19.572669034297107
2722,000-000-12625,2024-12-01,1,19.17941466678274
2743,000-000-10425,2024-07-01,2,22.766683947474828
2743,000-000-10425,2024-08-01,2,23.84127304591086
2743,000-000-10425,2024-09-01,2,21.95111878543426
2743,000-000-10425,2024-10-01,2,20.625259753739556
2743,000-000-10425,2024-11-01,2,19.532109977996853
2743,000-000-10425,2024-12-01,2,20.284537719558664
27480,000-000-12625,2024-07-01,1,20.066609466601488
27480,000-000-12625,2024-08-01,1,20.079824817789703
27480,000-000-12625,2024-09-01,1,20.153987267995763
27480,000-000-12625,2024-10-01,1,19.74423503374155
27480,000-000-12625,2024-11-01,1,19.657758769357553
27480,000-000-12625,2024-12-01,1,19.542795099596514
27480,000-000-13151,2024-07-01,1,2.7439477212924985
27480,000-000-13151,2024-08-01,1,2.680035796609292
27480,000-000-13151,2024-09-01,1,2.8443352702229387
27480,000-000-13151,2024-10-01,1,2.63570387662917
27480,000-000-13151,2024-11-01,1,2.6998964561642986
27480,000-000-13151,2024-12-01,1,2.6044317082475037
27480,000-000-13612,2024-07-01,1,20.038654213639475
27480,000-000-13612,2024-08-01,1,18.996535481582068
27480,000-000-13612,2024-09-01,1,19.901037070781197
27480,000-000-13612,2024-10-01,1,16.670121759341473
27480,000-000-13612,2024-11-01,1,16.510608814581886
27480,000-000-13612,2024-12-01,1,14.12062606630732
27480,000-000-6973,2024-07-01,1,1.7993489407714172
27480,000-000-6973,2024-08-01,1,1.7993489407714172
27480,000-000-6973,2024-09-01,1,2.1684602789458878
27480,000-000-6973,2024-10-01,1,1.981200296898167
27480,000-000-6973,2024-11-01,1,1.9955464292086142
27480,000-000-6973,2024-12-01,1,1.84087781980612
27480,000-000-7167,2024-07-01,1,1.6213672341544692
27480,000-000-7167,2024-08-01,1,1.9296711384541567
27480,000-000-7167,2024-09-01,1,2.094435668240633
27480,000-000-7167,2024-10-01,1,1.7028288778049203
27480,000-000-7167,2024-11-01,1,1.9080028856944498
27480,000-000-7167,2024-12-01,1,1.8538569063361938
27677,000-000-12625,2024-07-01,4,57.33917351065808
27677,000-000-12625,2024-08-01,4,56.38301215473512
27677,000-000-12625,2024-09-01,4,50.04273163438595
27677,000-000-12625,2024-10-01,4,53.97346527966149
27677,000-000-12625,2024-11-01,4,53.99456128629969
27677,000-000-12625,2024-12-01,4,53.0570688709384
27677,000-000-13151,2024-07-01,4,12.427473194200175
27677,000-000-13151,2024-08-01,4,11.551135940620664
27677,000-000-13151,2024-09-01,4,11.473849333200732
27677,000-000-13151,2024-10-01,4,10.621639220685138
27677,000-000-13151,2024-11-01,4,10.024696875522016
27677,000-000-13151,2024-12-01,4,9.668186090565849
27677,000-000-13177,2024-07-01,4,74.22394271209274
27677,000-000-13177,2024-08-01,4,67.60613581965451
27677,000-000-13177,2024-09-01,4,67.57228338957088
27677,000-000-13177,2024-10-01,4,66.74618096842845
27677,000-000-13177,2024-11-01,4,66.62464164860715
27677,000-000-13177,2024-12-01,4,65.692684779599
27677,000-000-13295,2024-07-01,4,46.31223475697652
27677,000-000-13295,2024-08-01,4,43.12157631118043
27677,000-000-13295,2024-09-01,4,38.21785251332687
27677,000-000-13295,2024-10-01,4,34.43616428447682
27677,000-000-13295,2024-11-01,4,34.28020846517627
27677,000-000-13295,2024-12-01,4,33.322375511753776
27677,000-000-13323,2024-07-01,4,13.610703219798594
27677,000-000-13323,2024-08-01,4,12.655703219798593
27677,000-000-13323,2024-09-01,4,11.798003828839942
27677,000-000-13323,2024-10-01,4,11.41125726764226
27677,000-000-13323,2024-11-01,4,10.687140946111006
27677,000-000-13323,2024-12-01,4,10.064903974181357
27677,000-000-13324,2024-07-01,4,12.58220056659965
27677,000-000-13324,2024-08-01,4,12.538966044621791
27677,000-000-13324,2024-09-01,4,11.753273889981344
27677,000-000-13324,2024-10-01,4,11.401955553226287
27677,000-000-13324,2024-11-01,4,10.723548985946694
27677,000-000-13324,2024-12-01,4,9.809041490171227
27677,000-000-13325,2024-07-01,4,12.535534018179206
27677,000-000-13325,2024-08-01,4,12.506160080432107
27677,000-000-13325,2024-09-01,4,11.648460689473456
27677,000-000-13325,2024-10-01,4,11.281810491418344
27677,000-000-13325,2024-11-01,4,10.635879318961274
27677,000-000-13325,2024-12-01,4,9.921248449452412
27677,000-000-13326,2024-07-01,4,12.58220056659965
27677,000-000-13326,2024-08-01,4,12.538966044621791
27677,000-000-13326,2024-09-01,4,11.701363016805715
27677,000-000-13326,2024-10-01,4,11.35364572009491
27677,000-000-13326,2024-11-01,4,10.723548985946694
27677,000-000-13326,2024-12-01,4,9.999807765430555
27677,000-000-13349,2024-07-01,4,94.46898700744201
27677,000-000-13349,2024-08-01,4,88.65174836994305
27677,000-000-13349,2024-09-01,4,86.63113731916516
27677,000-000-13349,2024-10-01,4,88.88382991921581
